year,id,ext,den,cal,Reef
1750,MYR01C,1.2700,1.4220,1.8060,MYR
1751,MYR01C,1.3210,1.3700,1.8100,MYR
1752,MYR01C,1.4730,1.3610,2.0050,MYR
1753,MYR01C,1.3970,1.3180,1.8410,MYR
1754,MYR01C,1.3460,1.3250,1.7840,MYR
1755,MYR01C,1.7530,1.3250,2.3220,MYR
1756,MYR01C,0.8380,1.3570,1.1380,MYR
1757,MYR01C,0.5590,1.4350,0.8020,MYR
1758,MYR01C,1.2700,1.4890,1.8920,MYR
1759,MYR01C,1.3720,1.4870,2.0400,MYR
1760,MYR01C,1.0160,1.4490,1.4720,MYR
1761,MYR01C,1.2190,1.4760,1.8000,MYR
1762,MYR01C,1.1680,1.5190,1.7750,MYR
1763,MYR01C,1.0920,1.4780,1.6140,MYR
1764,MYR01C,1.2950,1.4400,1.8650,MYR
1765,MYR01C,1.2700,1.3990,1.7770,MYR
1766,MYR01C,1.9300,1.3660,2.6360,MYR
1767,MYR01C,1.5490,1.3640,2.1140,MYR
1768,MYR01C,1.0670,1.3620,1.4530,MYR
1769,MYR01C,1.0920,1.3460,1.4700,MYR
1770,MYR01C,1.4990,1.3340,1.9990,MYR
1771,MYR01C,1.3210,1.3220,1.7460,MYR
1772,MYR01C,1.3970,1.3580,1.8970,MYR
1773,MYR01C,1.3970,1.3520,1.8890,MYR
1774,MYR01C,0.7620,1.3810,1.0520,MYR
1775,MYR01C,1.3210,1.3580,1.7930,MYR
1776,MYR01C,1.2190,1.3920,1.6980,MYR
1777,MYR01C,1.6260,1.4110,2.2940,MYR
1778,MYR01C,0.8130,1.4270,1.1590,MYR
1779,MYR01C,0.7870,1.3530,1.0650,MYR
1780,MYR01C,1.6260,1.3320,2.1660,MYR
1781,MYR01C,1.2700,1.3150,1.6700,MYR
1782,MYR01C,1.6260,1.2950,2.1050,MYR
1783,MYR01C,0.6350,1.2770,0.8110,MYR
1784,MYR01C,0.9650,1.3020,1.2570,MYR
1785,MYR01C,1.3970,1.2950,1.8090,MYR
1786,MYR01C,1.4730,1.2700,1.8710,MYR
1787,MYR01C,1.2190,1.2330,1.5030,MYR
1788,MYR01C,0.7870,1.2340,0.9710,MYR
1789,MYR01C,2.0320,1.2590,2.5580,MYR
1790,MYR01C,1.5240,1.2370,1.8850,MYR
1791,MYR01C,0.6100,1.3140,0.8010,MYR
1792,MYR01C,1.7780,1.4230,2.5310,MYR
1793,MYR01C,0.8890,1.3700,1.2180,MYR
1794,MYR01C,0.8890,1.3250,1.1780,MYR
1795,MYR01C,1.6260,1.3260,2.1550,MYR
1796,MYR01C,1.5490,1.2720,1.9700,MYR
1797,MYR01C,1.0410,1.2300,1.2810,MYR
1798,MYR01C,1.7780,1.1620,2.0670,MYR
1799,MYR01C,1.6510,1.1520,1.9010,MYR
1800,MYR01C,0.8130,1.1760,0.9560,MYR
1801,MYR01C,0.7370,1.1900,0.8760,MYR
1802,MYR01C,2.1080,1.2100,2.5510,MYR
1803,MYR01C,1.3970,1.2150,1.6970,MYR
1804,MYR01C,0.7620,1.2050,0.9190,MYR
1805,MYR01C,1.9560,1.2490,2.4440,MYR
1806,MYR01C,1.4220,1.2590,1.7910,MYR
1807,MYR01C,1.5750,1.2610,1.9860,MYR
1808,MYR01C,1.5240,1.2580,1.9170,MYR
1809,MYR01C,0.7110,1.2550,0.8930,MYR
1810,MYR01C,1.4220,1.2540,1.7840,MYR
1811,MYR01C,1.3210,1.2610,1.6660,MYR
1812,MYR01C,1.7270,1.2770,2.2060,MYR
1813,MYR01C,1.0410,1.2770,1.3300,MYR
1814,MYR01C,0.6350,1.2420,0.7880,MYR
1815,MYR01C,1.3720,1.2130,1.6630,MYR
1816,MYR01C,1.8800,1.2300,2.3110,MYR
1817,MYR01C,1.0670,1.2610,1.3450,MYR
1818,MYR01C,1.0410,1.2600,1.3120,MYR
1819,MYR01C,1.0920,1.2370,1.3510,MYR
1820,MYR01C,1.5240,1.2590,1.9190,MYR
1821,MYR01C,0.6350,1.2910,0.8200,MYR
1822,MYR01C,1.4480,1.3460,1.9490,MYR
1823,MYR01C,0.9650,1.3570,1.3100,MYR
1824,MYR01C,1.0670,1.3740,1.4660,MYR
1825,MYR01C,0.5840,1.3440,0.7850,MYR
1826,MYR01C,1.3460,1.3440,1.8090,MYR
1827,MYR01C,1.0920,1.2710,1.3880,MYR
1828,MYR01C,1.2700,1.2770,1.6220,MYR
1829,MYR01C,1.6510,1.2850,2.1220,MYR
1830,MYR01C,1.0920,1.2860,1.4050,MYR
1831,MYR01C,1.5240,1.2450,1.8970,MYR
1832,MYR01C,0.9650,1.2180,1.1750,MYR
1833,MYR01C,0.5080,1.1990,0.6090,MYR
1834,MYR01C,1.5750,1.2300,1.9360,MYR
1835,MYR01C,1.5115,1.2150,1.8365,MYR
1836,MYR01C,1.4480,1.2310,1.7825,MYR
1837,MYR01C,1.4480,1.2510,1.8120,MYR
1838,MYR01C,0.8890,1.2540,1.1150,MYR
1839,MYR01C,1.4990,1.1920,1.7870,MYR
1840,MYR01C,1.7020,1.1720,1.9950,MYR
1841,MYR01C,1.3460,1.1840,1.5940,MYR
1842,MYR01C,1.4220,1.1670,1.6600,MYR
1843,MYR01C,1.6510,1.1740,1.9380,MYR
1844,MYR01C,1.5490,1.1860,1.8370,MYR
1845,MYR01C,1.4730,1.2560,1.8510,MYR
1846,MYR01C,1.3970,1.2460,1.7410,MYR
1847,MYR01C,1.1940,1.2070,1.4410,MYR
1848,MYR01C,1.5240,1.2270,1.8700,MYR
1849,MYR01C,1.3210,1.2300,1.6240,MYR
1850,MYR01C,1.1680,1.2800,1.4950,MYR
1851,MYR01C,1.2950,1.3160,1.7050,MYR
1852,MYR01C,1.2700,1.3430,1.7060,MYR
1853,MYR01C,1.4730,1.3200,1.9440,MYR
1854,MYR01C,1.3460,1.2700,1.7100,MYR
1855,MYR01C,1.3460,1.2350,1.6630,MYR
1856,MYR01C,1.6000,1.2000,1.9210,MYR
1857,MYR01C,1.0920,1.1680,1.2760,MYR
1858,MYR01C,1.1180,1.1770,1.3150,MYR
1859,MYR01C,1.1430,1.2250,1.4000,MYR
1860,MYR01C,1.7270,1.2240,2.1150,MYR
1861,MYR01C,0.7370,1.1560,0.8520,MYR
1862,MYR01C,1.5490,1.2270,1.9010,MYR
1863,MYR01C,0.9140,1.1960,1.0940,MYR
1864,MYR01C,0.7110,1.2570,0.8940,MYR
1865,MYR01C,1.2450,1.3530,1.6840,MYR
1866,MYR01C,1.5240,1.2840,1.9570,MYR
1867,MYR01C,1.3210,1.2510,1.6530,MYR
1868,MYR01C,1.0160,1.2110,1.2300,MYR
1869,MYR01C,1.0670,1.2310,1.3130,MYR
1870,MYR01C,2.0570,1.2120,2.4930,MYR
1871,MYR01C,0.8640,1.1550,0.9980,MYR
1872,MYR01C,1.6005,1.2270,1.9638,MYR
1873,MYR01C,2.0490,1.2440,2.5490,MYR
1874,MYR01C,1.2450,1.2460,1.5500,MYR
1875,MYR01C,1.1430,1.2630,1.4430,MYR
1876,MYR01C,1.4990,1.2630,1.8930,MYR
1877,MYR01C,1.5490,1.2720,1.9700,MYR
1878,MYR01C,0.7370,1.2520,0.9220,MYR
1879,MYR01C,0.8890,1.1900,1.0580,MYR
1880,MYR01C,1.4990,1.1950,1.7920,MYR
1881,MYR01C,1.4480,1.1720,1.6970,MYR
1882,MYR01C,1.1180,1.1720,1.3100,MYR
1883,MYR01C,1.0160,1.1610,1.1800,MYR
1884,MYR01C,1.4990,1.1240,1.6840,MYR
1885,MYR01C,1.7020,1.0940,1.8620,MYR
1886,MYR01C,1.5750,1.1240,1.7700,MYR
1887,MYR01C,0.9400,1.1300,1.0620,MYR
1888,MYR01C,0.9400,1.1300,1.0620,MYR
1889,MYR01C,1.0670,1.1310,1.2070,MYR
1890,MYR01C,0.6350,1.1390,0.7240,MYR
1891,MYR01C,1.4220,1.1370,1.6170,MYR
1892,MYR01C,0.8380,1.1230,0.9410,MYR
1893,MYR01C,0.8130,1.1570,0.9400,MYR
1894,MYR01C,0.6860,1.1470,0.7870,MYR
1895,MYR01C,1.3970,1.1680,1.6320,MYR
1896,MYR01C,1.7020,1.2370,2.1060,MYR
1897,MYR01C,0.9910,1.2330,1.2210,MYR
1898,MYR01C,1.0920,1.2190,1.3320,MYR
1899,MYR01C,1.0920,1.1730,1.2810,MYR
1900,MYR01C,1.0160,1.1430,1.1610,MYR
1901,MYR01C,0.9400,1.1530,1.0830,MYR
1902,MYR01C,1.1430,1.2340,1.4100,MYR
1903,MYR01C,1.1180,1.2270,1.3720,MYR
1904,MYR01C,0.8640,1.1910,1.0280,MYR
1905,MYR01C,1.3210,1.2250,1.6180,MYR
1906,MYR01C,1.2950,1.2370,1.6030,MYR
1907,MYR01C,1.1940,1.2630,1.5070,MYR
1908,MYR01C,2.1080,1.2580,2.6530,MYR
1909,MYR01C,1.2950,1.2640,1.6370,MYR
1910,MYR01C,1.0410,1.2830,1.3360,MYR
1911,MYR01C,1.1940,1.2900,1.5400,MYR
1912,MYR01C,0.9910,1.2970,1.2850,MYR
1913,MYR01C,0.9650,1.3110,1.2650,MYR
1914,MYR01C,1.9560,1.3140,2.5690,MYR
1915,MYR01C,1.3210,1.2930,1.7070,MYR
1916,MYR01C,2.0830,1.3000,2.7090,MYR
1917,MYR01C,1.0920,1.2840,1.4030,MYR
1918,MYR01C,1.8030,1.2980,2.3420,MYR
1919,MYR01C,1.0160,1.2740,1.2940,MYR
1920,MYR01C,0.7370,1.2770,0.9400,MYR
1921,MYR01C,1.0410,1.3010,1.3550,MYR
1922,MYR01C,1.5240,1.3200,2.0120,MYR
1923,MYR01C,0.9910,1.3050,1.2930,MYR
1924,MYR01C,1.7530,1.3600,2.3840,MYR
1925,MYR01C,0.9650,1.3620,1.3140,MYR
1926,MYR01C,1.3210,1.3210,1.7450,MYR
1927,MYR01C,1.1560,1.0760,1.2439,MYR
1928,MYR01C,0.9910,1.2340,1.2230,MYR
1929,MYR01C,1.1430,1.1750,1.3430,MYR
1930,MYR01C,1.6000,1.2370,1.9790,MYR
1931,MYR01C,1.2700,1.3020,1.6540,MYR
1932,MYR01C,0.9650,1.3090,1.2640,MYR
1933,MYR01C,0.7870,1.3700,1.0790,MYR
1934,MYR01C,0.9910,1.3610,1.3480,MYR
1935,MYR01C,1.0035,1.3295,1.3335,MYR
1936,MYR01C,1.0160,1.2980,1.3190,MYR
1937,MYR01C,1.0670,1.2600,1.3450,MYR
1938,MYR01C,0.9140,1.2480,1.1410,MYR
1939,MYR01C,0.8890,1.2580,1.1180,MYR
1940,MYR01C,1.2950,1.2650,1.6390,MYR
1941,MYR01C,0.5590,1.2750,0.7120,MYR
1942,MYR01C,2.0320,1.3290,2.7000,MYR
1943,MYR01C,1.0160,1.3180,1.3390,MYR
1944,MYR01C,1.2700,1.3030,1.6540,MYR
1945,MYR01C,1.1180,1.3110,1.4660,MYR
1946,MYR01C,1.0670,1.2710,1.3560,MYR
1947,MYR01C,1.2190,1.2750,1.5540,MYR
1948,MYR01C,1.0160,1.2950,1.3160,MYR
1949,MYR01C,0.9400,1.3200,1.2400,MYR
1950,MYR01C,1.1180,1.3220,1.4780,MYR
1951,MYR01C,1.0160,1.3030,1.3240,MYR
1952,MYR01C,1.0410,1.2940,1.3470,MYR
1953,MYR01C,1.0920,1.3000,1.4190,MYR
1954,MYR01C,0.9650,1.3020,1.2560,MYR
1955,MYR01C,1.1430,1.2480,1.4260,MYR
1956,MYR01C,0.8380,1.1930,1.0000,MYR
1957,MYR01C,1.1430,1.1900,1.3600,MYR
1958,MYR01C,1.4480,1.2010,1.7380,MYR
1959,MYR01C,1.2950,1.2510,1.6210,MYR
1960,MYR01C,1.1430,1.1370,1.3000,MYR
1961,MYR01C,1.8540,1.1410,2.1160,MYR
1962,MYR01C,1.7530,1.1320,1.9830,MYR
1963,MYR01C,1.8800,1.1540,2.1700,MYR
1964,MYR01C,1.7020,1.1810,2.0110,MYR
1965,MYR01C,1.4220,1.1440,1.6270,MYR
1966,MYR01C,1.2700,1.1470,1.4560,MYR
1967,MYR01C,1.5490,1.1060,1.7130,MYR
1968,MYR01C,1.5750,1.1230,1.7680,MYR
1969,MYR01C,2.0070,1.1830,2.3730,MYR
1970,MYR01C,2.0320,1.1930,2.4240,MYR
1971,MYR01C,1.8800,1.1430,2.1470,MYR
1972,MYR01C,1.7780,1.1440,2.0330,MYR
1973,MYR01C,1.3970,1.1580,1.6180,MYR
1974,MYR01C,1.5490,1.1950,1.8520,MYR
1975,MYR01C,2.0830,1.2350,2.5710,MYR
1976,MYR01C,1.4990,1.2170,1.8230,MYR
1977,MYR01C,1.7530,1.1880,2.0820,MYR
1978,MYR01C,1.7780,1.2150,2.1600,MYR
1979,MYR01C,1.1680,1.2330,1.4410,MYR
1980,MYR01C,1.6260,1.2150,1.9750,MYR
1981,MYR01C,1.7020,1.2080,2.0560,MYR
1982,MYR01C,1.5490,1.2130,1.8790,MYR
1971,MYR22A,1.1430,1.5080,1.7236,MYR
1972,MYR22A,1.1050,1.5070,1.6652,MYR
1973,MYR22A,1.0670,1.5490,1.6530,MYR
1974,MYR22A,0.7870,1.5820,1.2460,MYR
1975,MYR22A,1.3210,1.5440,2.0390,MYR
1976,MYR22A,0.6350,1.4320,0.9090,MYR
1977,MYR22A,1.3210,1.3830,1.8270,MYR
1978,MYR22A,1.1940,1.3300,1.5880,MYR
1979,MYR22A,1.6510,1.3250,2.1880,MYR
1980,MYR22A,1.6029,1.4020,2.2473,MYR
1981,MYR22A,1.4220,1.3600,1.9350,MYR
1982,MYR22A,1.1940,1.3580,1.6210,MYR
1983,MYR22A,1.3210,1.3370,1.7660,MYR
1984,MYR22A,1.1430,1.2520,1.4310,MYR
1985,MYR22A,1.0410,1.2630,1.3160,MYR
1986,MYR22A,1.5747,1.4200,2.2361,MYR
1987,MYR22A,1.3460,1.4100,1.8980,MYR
1988,MYR22A,1.0670,1.3410,1.4300,MYR
1989,MYR22A,0.9650,1.2840,1.2390,MYR
1990,MYR22A,1.2950,1.2570,1.6280,MYR
1991,MYR22A,1.0920,1.2930,1.4120,MYR
1992,MYR22A,0.8380,1.3710,1.1490,MYR
1993,MYR22A,0.9650,1.4680,1.4170,MYR
1994,MYR22A,0.7620,1.5480,1.1800,MYR
1995,MYR22A,0.8640,1.5410,1.3310,MYR
1996,MYR22A,0.8130,1.5030,1.2220,MYR
1997,MYR22A,0.8380,1.4200,1.1900,MYR
1998,MYR22A,0.8130,1.3860,1.1270,MYR
1999,MYR22A,0.7110,1.4380,1.0230,MYR
2000,MYR22A,0.7870,1.5100,1.1890,MYR
2001,MYR22A,0.9400,1.4570,1.3700,MYR
2002,MYR22A,0.8380,1.4660,1.2290,MYR
2003,MYR22A,0.8640,1.4610,1.2620,MYR
1975,MYR23A,1.3720,1.4810,2.0310,MYR
1976,MYR23A,1.2190,1.4570,1.7770,MYR
1977,MYR23A,1.3460,1.5100,2.0330,MYR
1978,MYR23A,0.6350,1.5390,0.9770,MYR
1979,MYR23A,1.2950,1.5330,1.9860,MYR
1980,MYR23A,1.4990,1.5160,2.2720,MYR
1981,MYR23A,0.9400,1.4830,1.3940,MYR
1982,MYR23A,1.2450,1.4690,1.8290,MYR
1983,MYR23A,1.1180,1.4720,1.6450,MYR
1984,MYR23A,1.0920,1.4680,1.6030,MYR
1985,MYR23A,1.1430,1.4900,1.7030,MYR
1986,MYR23A,1.3720,1.4950,2.0500,MYR
1987,MYR23A,1.3210,1.4440,1.9070,MYR
1988,MYR23A,1.1940,1.4370,1.7160,MYR
1989,MYR23A,1.1680,1.4070,1.6440,MYR
1990,MYR23A,1.2950,1.3960,1.8080,MYR
1991,MYR23A,1.0670,1.3840,1.4760,MYR
1992,MYR23A,1.0160,1.3970,1.4190,MYR
1993,MYR23A,1.2190,1.4140,1.7240,MYR
1994,MYR23A,0.5590,1.3950,0.7790,MYR
1995,MYR23A,1.4730,1.4360,2.1150,MYR
1996,MYR23A,0.7870,1.4290,1.1250,MYR
1997,MYR23A,1.6510,1.3570,2.2400,MYR
1998,MYR23A,1.1680,1.3490,1.5760,MYR
1999,MYR23A,0.3560,1.3530,0.4810,MYR
2000,MYR23A,0.3560,1.3810,0.4910,MYR
2001,MYR23A,1.3720,1.4630,2.0070,MYR
2002,MYR23A,1.3720,1.4590,2.0020,MYR
2003,MYR23A,1.7530,1.4930,2.6170,MYR
2004,MYR23A,0.8380,1.4710,1.2330,MYR
1977,MYR23B,1.3720,1.5070,2.0670,MYR
1978,MYR23B,1.0670,1.5370,1.6400,MYR
1979,MYR23B,1.5240,1.5070,2.2970,MYR
1980,MYR23B,1.8290,1.4990,2.7420,MYR
1981,MYR23B,1.0160,1.5090,1.5330,MYR
1982,MYR23B,1.1180,1.5060,1.6830,MYR
1983,MYR23B,1.2190,1.4930,1.8210,MYR
1984,MYR23B,1.1430,1.4920,1.7050,MYR
1985,MYR23B,1.5240,1.4570,2.2205,MYR
1986,MYR23B,1.4095,1.4580,2.0551,MYR
1987,MYR23B,1.2950,1.4600,1.8920,MYR
1988,MYR23B,0.6100,1.3970,0.8520,MYR
1989,MYR23B,1.4480,1.4150,2.0480,MYR
1990,MYR23B,1.4220,1.4340,2.0390,MYR
1991,MYR23B,0.9910,1.4340,1.4210,MYR
1992,MYR23B,1.3970,1.4450,2.0190,MYR
1993,MYR23B,1.7270,1.4200,2.4530,MYR
1994,MYR23B,0.6100,1.4060,0.8570,MYR
1995,MYR23B,1.1430,1.4390,1.6450,MYR
1996,MYR23B,1.1180,1.4390,1.6080,MYR
1997,MYR23B,0.9650,1.3790,1.3310,MYR
1998,MYR23B,1.1680,1.3360,1.5600,MYR
1999,MYR23B,1.0920,1.3320,1.4550,MYR
2000,MYR23B,0.9650,1.3180,1.2720,MYR
2001,MYR23B,1.1180,1.3320,1.4890,MYR
2002,MYR23B,1.4990,1.3690,2.0520,MYR
2003,MYR23B,0.7110,1.3730,0.9770,MYR
1969,MYR24A,1.7910,1.3450,2.4089,MYR
1970,MYR24A,1.5750,1.2780,2.0120,MYR
1971,MYR24A,1.3970,1.2750,1.7810,MYR
1972,MYR24A,0.9140,1.2930,1.1820,MYR
1973,MYR24A,1.1810,1.2750,1.5058,MYR
1974,MYR24A,1.2765,1.2320,1.5726,MYR
1975,MYR24A,1.3720,1.3490,1.8500,MYR
1976,MYR24A,1.2450,1.3920,1.7330,MYR
1977,MYR24A,1.7530,1.3530,2.3710,MYR
1978,MYR24A,1.1430,1.3350,1.5260,MYR
1979,MYR24A,1.5750,1.3030,2.0520,MYR
1980,MYR24A,1.0160,1.2590,1.2790,MYR
1981,MYR24A,0.8890,1.3730,1.2200,MYR
1982,MYR24A,1.6510,1.4480,2.3910,MYR
1983,MYR24A,1.0160,1.4340,1.4570,MYR
1984,MYR24A,0.9400,1.3960,1.3120,MYR
1985,MYR24A,1.2190,1.3500,1.6470,MYR
1986,MYR24A,1.6510,1.3500,2.2300,MYR
1987,MYR24A,1.0410,1.3200,1.3750,MYR
1988,MYR24A,1.5750,1.3210,2.0800,MYR
1989,MYR24A,1.1940,1.3350,1.5940,MYR
1990,MYR24A,1.5490,1.3480,2.0880,MYR
1991,MYR24A,1.0160,1.3380,1.3590,MYR
1992,MYR24A,1.0410,1.3510,1.4070,MYR
1993,MYR24A,1.3970,1.3200,1.8440,MYR
1994,MYR24A,0.6860,1.2810,0.8780,MYR
1995,MYR24A,1.0410,1.2800,1.3340,MYR
1996,MYR24A,0.7110,1.2680,0.9020,MYR
1997,MYR24A,1.0160,1.2100,1.2290,MYR
1998,MYR24A,1.4990,1.2330,1.8480,MYR
1999,MYR24A,0.8380,1.2560,1.0520,MYR
2000,MYR24A,2.0070,1.3180,2.6440,MYR
2001,MYR24A,1.1680,1.3730,1.6040,MYR
2002,MYR24A,1.2950,1.3590,1.7610,MYR
2003,MYR24A,0.8890,1.3200,1.1730,MYR
1965,MYR24B,0.9400,1.3750,1.2920,MYR
1966,MYR24B,1.2700,1.3870,1.7620,MYR
1967,MYR24B,1.4220,1.4190,2.0180,MYR
1968,MYR24B,1.5240,1.3920,2.1210,MYR
1969,MYR24B,1.2450,1.3830,1.7210,MYR
1970,MYR24B,1.4220,1.3640,1.9400,MYR
1971,MYR24B,0.9910,1.3430,1.3300,MYR
1972,MYR24B,1.6000,1.3660,2.1860,MYR
1973,MYR24B,1.1940,1.3340,1.5920,MYR
1974,MYR24B,1.2450,1.3250,1.6500,MYR
1975,MYR24B,1.2700,1.3350,1.6950,MYR
1976,MYR24B,1.3970,1.2860,1.7970,MYR
1977,MYR24B,1.1180,1.3550,1.5140,MYR
1978,MYR24B,1.4817,1.3760,2.0388,MYR
1979,MYR24B,1.4220,1.4060,2.0000,MYR
1980,MYR24B,1.4225,1.4240,2.0256,MYR
1981,MYR24B,1.5368,1.4300,2.1976,MYR
1982,MYR24B,1.6510,1.4510,2.3960,MYR
1983,MYR24B,1.4220,1.4290,2.0320,MYR
1984,MYR24B,1.5490,1.4460,2.2400,MYR
1985,MYR24B,1.2450,1.4200,1.7680,MYR
1986,MYR24B,1.3463,1.3780,1.8552,MYR
1987,MYR24B,1.4475,1.3710,1.9845,MYR
1988,MYR24B,1.3210,1.3500,1.7830,MYR
1989,MYR24B,1.2190,1.3280,1.6190,MYR
1990,MYR24B,1.4647,1.3030,1.9085,MYR
1991,MYR24B,1.1680,1.2780,1.4930,MYR
1992,MYR24B,1.2700,1.2650,1.6070,MYR
1993,MYR24B,1.2950,1.2620,1.6350,MYR
1994,MYR24B,1.4730,1.2400,1.8260,MYR
1995,MYR24B,1.1940,1.2420,1.4830,MYR
1996,MYR24B,1.4220,1.2710,1.8080,MYR
1997,MYR24B,1.2700,1.2490,1.5860,MYR
1998,MYR24B,1.3970,1.2220,1.7070,MYR
1999,MYR24B,1.0920,1.2510,1.3670,MYR
2000,MYR24B,1.2190,1.2580,1.5330,MYR
2001,MYR24B,1.3460,1.2600,1.6970,MYR
2002,MYR24B,1.1180,1.2160,1.3590,MYR
2003,MYR24B,1.3460,1.2190,1.6400,MYR
1979,MYR25A,1.1180,1.2910,1.4430,MYR
1980,MYR25A,1.6510,1.3440,2.2190,MYR
1981,MYR25A,1.5490,1.4180,2.1970,MYR
1982,MYR25A,1.1680,1.4610,1.7070,MYR
1983,MYR25A,1.6260,1.4860,2.4150,MYR
1984,MYR25A,1.2950,1.4240,1.8450,MYR
1985,MYR25A,0.9400,1.4610,1.3730,MYR
1986,MYR25A,1.5750,1.6090,2.5340,MYR
1987,MYR25A,1.2700,1.6640,2.1130,MYR
1988,MYR25A,1.2190,1.5480,1.8880,MYR
1989,MYR25A,1.1680,1.5110,1.7650,MYR
1990,MYR25A,1.0160,1.5440,1.5680,MYR
1991,MYR25A,1.2700,1.5580,1.9790,MYR
1992,MYR25A,1.3970,1.4250,1.9910,MYR
1993,MYR25A,1.5240,1.3480,2.0540,MYR
1994,MYR25A,1.1680,1.4650,1.7110,MYR
1995,MYR25A,0.8380,1.3810,1.1580,MYR
1996,MYR25A,0.9910,1.4050,1.3920,MYR
1997,MYR25A,0.6100,1.5740,0.9600,MYR
1998,MYR25A,1.2950,1.2910,1.6720,MYR
1999,MYR25A,1.8540,1.1630,2.1560,MYR
2000,MYR25A,1.3460,1.2130,1.6330,MYR
2001,MYR25A,0.7620,1.2580,0.9580,MYR
2002,MYR25A,1.5240,1.2770,1.9470,MYR
2003,MYR25A,0.6100,1.2570,0.7660,MYR
2004,MYR25A,1.4220,1.3520,1.9240,MYR
1964,MYR25B,1.0670,1.3560,1.4460,MYR
1965,MYR25B,1.9050,1.3900,2.6490,MYR
1966,MYR25B,1.1430,1.3990,1.6000,MYR
1967,MYR25B,0.7870,1.4060,1.1070,MYR
1968,MYR25B,0.8890,1.4080,1.2520,MYR
1969,MYR25B,0.6100,1.4440,0.8800,MYR
1970,MYR25B,1.4480,1.4880,2.1550,MYR
1971,MYR25B,1.7020,1.4060,2.3930,MYR
1972,MYR25B,1.0670,1.3350,1.4240,MYR
1973,MYR25B,1.7780,1.3040,2.3190,MYR
1974,MYR25B,1.1007,1.2930,1.4232,MYR
1975,MYR25B,1.0670,1.4160,1.5110,MYR
1976,MYR25B,1.2950,1.3510,1.7500,MYR
1977,MYR25B,0.9650,1.2320,1.1890,MYR
1978,MYR25B,2.0830,1.2670,2.6390,MYR
1979,MYR25B,0.9910,1.2620,1.2500,MYR
1980,MYR25B,1.4990,1.3250,1.9860,MYR
1981,MYR25B,0.9910,1.3880,1.3750,MYR
1982,MYR25B,1.4480,1.3750,1.9900,MYR
1983,MYR25B,1.0160,1.3400,1.3620,MYR
1984,MYR25B,1.6260,1.3770,2.2380,MYR
1985,MYR25B,1.5490,1.4300,2.2160,MYR
1986,MYR25B,0.9140,1.5590,1.4260,MYR
1987,MYR25B,0.8890,1.5170,1.3490,MYR
1988,MYR25B,0.9400,1.4490,1.3620,MYR
1989,MYR25B,1.0920,1.3760,1.5030,MYR
1990,MYR25B,1.9050,1.3540,2.5790,MYR
1991,MYR25B,1.4990,1.3890,2.0820,MYR
1992,MYR25B,1.1680,1.3900,1.6240,MYR
1993,MYR25B,0.8380,1.3610,1.1410,MYR
1994,MYR25B,1.2190,1.3590,1.6560,MYR
1995,MYR25B,1.0670,1.3950,1.4890,MYR
1996,MYR25B,1.2700,1.4070,1.7870,MYR
1997,MYR25B,0.5080,1.3630,0.6930,MYR
1998,MYR25B,1.7020,1.4470,2.4620,MYR
1999,MYR25B,1.7530,1.3430,2.3530,MYR
2000,MYR25B,1.4220,1.2530,1.7820,MYR
2001,MYR25B,1.0920,1.1750,1.2840,MYR
2002,MYR25B,1.4480,1.3380,1.9380,MYR
2003,MYR25B,1.6000,1.4020,2.2440,MYR
2004,MYR25B,0.8640,1.3890,1.2000,MYR
1980,MYR26A,1.1180,1.2860,1.4370,MYR
1981,MYR26A,1.3720,1.2150,1.6660,MYR
1982,MYR26A,1.1680,1.2320,1.4390,MYR
1983,MYR26A,1.2700,1.2370,1.5710,MYR
1984,MYR26A,1.2450,1.3320,1.6580,MYR
1985,MYR26A,1.0410,1.3430,1.3990,MYR
1986,MYR26A,1.1680,1.3320,1.5570,MYR
1987,MYR26A,1.2950,1.3830,1.7910,MYR
1988,MYR26A,1.2190,1.4400,1.7550,MYR
1989,MYR26A,1.0920,1.4240,1.5550,MYR
1990,MYR26A,1.3207,1.4340,1.8939,MYR
1991,MYR26A,1.3210,1.5000,1.9810,MYR
1992,MYR26A,1.0410,1.4940,1.5560,MYR
1993,MYR26A,1.2700,1.5440,1.9610,MYR
1994,MYR26A,1.2190,1.5000,1.8280,MYR
1995,MYR26A,1.3210,1.4160,1.8710,MYR
1996,MYR26A,1.0410,1.4020,1.4600,MYR
1997,MYR26A,1.1180,1.4340,1.6030,MYR
1998,MYR26A,0.9910,1.3990,1.3860,MYR
1999,MYR26A,1.2450,1.4150,1.7610,MYR
2000,MYR26A,0.9140,1.4470,1.3230,MYR
2001,MYR26A,0.9910,1.4480,1.4340,MYR
2002,MYR26A,0.9400,1.4380,1.3520,MYR
2003,MYR26A,0.9650,1.3880,1.3400,MYR
1963,MYR26B,1.0160,1.3550,1.3760,MYR
1964,MYR26B,1.1430,1.3450,1.5370,MYR
1965,MYR26B,1.1680,1.3580,1.5870,MYR
1966,MYR26B,1.0920,1.3310,1.4540,MYR
1967,MYR26B,0.9140,1.3960,1.2760,MYR
1968,MYR26B,1.1680,1.4380,1.6810,MYR
1969,MYR26B,1.2450,1.4500,1.8050,MYR
1970,MYR26B,0.9650,1.3630,1.3160,MYR
1971,MYR26B,1.8290,1.4060,2.5720,MYR
1972,MYR26B,1.7610,1.4040,2.4724,MYR
1973,MYR26B,1.5490,1.3870,2.1490,MYR
